representation,model,runs,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std,pr_auc_mean,pr_auc_std,incident_recall_mean,detection_delay_mean
individual_event,isolation_forest,5,0.3205141603310603,0.014890950706689873,0.6626489956728573,0.052526682665966246,0.4313168465726088,0.015693980999669312,0.1133398081434607,0.004692091711663941,0.3397029235200376,0.029659146233332906,1.0,0.8
individual_event,random_forest,5,0.637138510822004,0.11622646304173091,0.5977806189755585,0.1877432583864029,0.5881612064080842,0.05156400802543787,0.03389738687723654,0.026022618594090812,0.6860689066477759,0.07292532321194041,0.8800000000000001,4.513333333333334
